卫星对,开始时间,结束时间
Satellite1-Satellite146,6 Jun 2025 19:52:56.334,6 Jun 2025 20:11:02.054,1085.72
Satellite1-Satellite146,6 Jun 2025 20:50:56.890,6 Jun 2025 21:09:02.614,1085.724
Satellite1-Satellite146,6 Jun 2025 21:48:57.445,6 Jun 2025 22:07:03.169,1085.724
Satellite1-Satellite146,6 Jun 2025 22:46:58.001,6 Jun 2025 23:05:03.725,1085.724
Satellite1-Satellite146,6 Jun 2025 23:44:58.559,7 Jun 2025 00:03:04.280,1085.721
Satellite1-Satellite146,7 Jun 2025 00:42:59.115,7 Jun 2025 01:01:04.836,1085.721
Satellite1-Satellite146,7 Jun 2025 01:40:59.672,7 Jun 2025 01:59:05.391,1085.719
Satellite1-Satellite146,7 Jun 2025 02:39:00.227,7 Jun 2025 02:57:05.942,1085.715
Satellite1-Satellite146,7 Jun 2025 03:37:00.778,7 Jun 2025 03:55:06.498,1085.72
Satellite1-Satellite151,6 Jun 2025 04:07:47.213,6 Jun 2025 04:37:19.859,1772.646
Satellite1-Satellite151,6 Jun 2025 05:05:47.768,6 Jun 2025 05:35:20.414,1772.646
Satellite1-Satellite151,6 Jun 2025 06:03:48.320,6 Jun 2025 06:33:20.970,1772.65
Satellite1-Satellite151,6 Jun 2025 07:01:48.875,6 Jun 2025 07:31:21.525,1772.65
Satellite1-Satellite151,6 Jun 2025 07:59:49.431,6 Jun 2025 08:29:22.081,1772.65
Satellite1-Satellite151,6 Jun 2025 08:57:49.986,6 Jun 2025 09:27:22.636,1772.65
Satellite1-Satellite151,6 Jun 2025 09:55:50.541,6 Jun 2025 10:25:23.192,1772.651
Satellite1-Satellite151,6 Jun 2025 10:53:51.097,6 Jun 2025 11:23:23.747,1772.65
Satellite1-Satellite151,6 Jun 2025 11:51:51.652,6 Jun 2025 12:21:24.303,1772.651
Satellite1-Satellite151,6 Jun 2025 12:49:52.208,6 Jun 2025 13:19:24.858,1772.65
Satellite1-Satellite151,6 Jun 2025 13:47:52.763,6 Jun 2025 14:17:25.414,1772.651
Satellite1-Satellite151,6 Jun 2025 14:45:53.319,6 Jun 2025 15:15:25.969,1772.65
Satellite1-Satellite151,6 Jun 2025 15:43:53.874,6 Jun 2025 16:13:26.525,1772.651
Satellite1-Satellite151,6 Jun 2025 16:41:54.430,6 Jun 2025 17:11:27.080,1772.65
Satellite1-Satellite151,6 Jun 2025 17:39:54.985,6 Jun 2025 18:09:27.636,1772.651
Satellite1-Satellite151,6 Jun 2025 18:37:55.541,6 Jun 2025 19:07:28.191,1772.65
Satellite1-Satellite151,6 Jun 2025 19:35:56.096,6 Jun 2025 20:05:28.747,1772.651
Satellite1-Satellite151,6 Jun 2025 20:33:56.652,6 Jun 2025 21:03:29.302,1772.65
Satellite1-Satellite151,6 Jun 2025 21:31:57.207,6 Jun 2025 22:01:29.858,1772.651
Satellite1-Satellite151,6 Jun 2025 22:29:57.763,6 Jun 2025 22:59:30.413,1772.65
Satellite1-Satellite151,6 Jun 2025 23:27:58.318,6 Jun 2025 23:57:30.969,1772.651
Satellite1-Satellite151,7 Jun 2025 00:25:58.874,7 Jun 2025 00:55:31.524,1772.65
Satellite1-Satellite151,7 Jun 2025 01:23:59.429,7 Jun 2025 01:53:32.080,1772.651
Satellite1-Satellite151,7 Jun 2025 02:21:59.985,7 Jun 2025 02:51:32.635,1772.65
Satellite1-Satellite151,7 Jun 2025 03:20:00.540,7 Jun 2025 03:49:33.190,1772.65
Satellite1-Satellite152,6 Jun 2025 04:00:00.000,6 Jun 2025 04:27:51.947,1671.947
Satellite1-Satellite152,6 Jun 2025 04:55:55.490,6 Jun 2025 05:25:52.504,1797.014
Satellite1-Satellite152,6 Jun 2025 05:53:56.046,6 Jun 2025 06:23:53.062,1797.016
Satellite1-Satellite152,6 Jun 2025 06:51:56.598,6 Jun 2025 07:21:53.614,1797.016
Satellite1-Satellite152,6 Jun 2025 07:49:57.154,6 Jun 2025 08:19:54.169,1797.015
Satellite1-Satellite152,6 Jun 2025 08:47:57.712,6 Jun 2025 09:17:54.726,1797.014
Satellite1-Satellite152,6 Jun 2025 09:45:58.268,6 Jun 2025 10:15:55.284,1797.016
Satellite1-Satellite152,6 Jun 2025 10:43:58.819,6 Jun 2025 11:13:55.837,1797.018
Satellite1-Satellite152,6 Jun 2025 11:41:59.376,6 Jun 2025 12:11:56.391,1797.015
Satellite1-Satellite152,6 Jun 2025 12:39:59.934,6 Jun 2025 13:09:56.948,1797.014
Satellite1-Satellite152,6 Jun 2025 13:38:00.490,6 Jun 2025 14:07:57.506,1797.016
Satellite1-Satellite152,6 Jun 2025 14:36:01.041,6 Jun 2025 15:05:58.058,1797.017
Satellite1-Satellite152,6 Jun 2025 15:34:01.598,6 Jun 2025 16:03:58.613,1797.015
Satellite1-Satellite152,6 Jun 2025 16:32:02.156,6 Jun 2025 17:01:59.170,1797.014
Satellite1-Satellite152,6 Jun 2025 17:30:02.712,6 Jun 2025 17:59:59.728,1797.016
Satellite1-Satellite152,6 Jun 2025 18:28:03.263,6 Jun 2025 18:58:00.280,1797.017
Satellite1-Satellite152,6 Jun 2025 19:26:03.820,6 Jun 2025 19:56:00.835,1797.015
Satellite1-Satellite152,6 Jun 2025 20:24:04.378,6 Jun 2025 20:54:01.392,1797.014
Satellite1-Satellite152,6 Jun 2025 21:22:04.934,6 Jun 2025 21:52:01.950,1797.016
Satellite1-Satellite152,6 Jun 2025 22:20:05.485,6 Jun 2025 22:50:02.502,1797.017
Satellite1-Satellite152,6 Jun 2025 23:18:06.042,6 Jun 2025 23:48:03.057,1797.015
Satellite1-Satellite152,7 Jun 2025 00:16:06.599,7 Jun 2025 00:46:03.614,1797.015
Satellite1-Satellite152,7 Jun 2025 01:14:07.156,7 Jun 2025 01:44:04.172,1797.016
Satellite1-Satellite152,7 Jun 2025 02:12:07.707,7 Jun 2025 02:42:04.724,1797.017
Satellite1-Satellite152,7 Jun 2025 03:10:08.264,7 Jun 2025 03:40:05.279,1797.015
Satellite1-Satellite153,6 Jun 2025 04:00:00.000,6 Jun 2025 04:13:07.342,787.342
Satellite1-Satellite153,6 Jun 2025 04:51:19.913,6 Jun 2025 05:11:07.896,1187.983
Satellite1-Satellite153,6 Jun 2025 05:49:20.468,6 Jun 2025 06:09:08.456,1187.988
Satellite1-Satellite153,6 Jun 2025 06:47:21.020,6 Jun 2025 07:07:09.011,1187.991
Satellite1-Satellite153,6 Jun 2025 07:45:21.579,6 Jun 2025 08:05:09.567,1187.988
Satellite1-Satellite153,6 Jun 2025 08:43:22.130,6 Jun 2025 09:03:10.119,1187.989
Satellite1-Satellite153,6 Jun 2025 09:41:22.685,6 Jun 2025 10:01:10.677,1187.992
Satellite1-Satellite153,6 Jun 2025 10:39:23.241,6 Jun 2025 10:59:11.229,1187.988
Satellite1-Satellite153,6 Jun 2025 11:37:23.800,6 Jun 2025 11:57:11.789,1187.989
Satellite1-Satellite153,6 Jun 2025 12:35:24.352,6 Jun 2025 12:55:12.344,1187.992
Satellite1-Satellite153,6 Jun 2025 13:33:24.909,6 Jun 2025 13:53:12.900,1187.991
Satellite1-Satellite153,6 Jun 2025 14:31:25.463,6 Jun 2025 14:51:13.454,1187.991
Satellite1-Satellite153,6 Jun 2025 15:29:26.018,6 Jun 2025 15:49:14.010,1187.992
Satellite1-Satellite153,6 Jun 2025 16:27:26.574,6 Jun 2025 16:47:14.566,1187.992
Satellite1-Satellite153,6 Jun 2025 17:25:27.134,6 Jun 2025 17:45:15.117,1187.983
Satellite1-Satellite153,6 Jun 2025 18:23:27.689,6 Jun 2025 18:43:15.677,1187.988
Satellite1-Satellite153,6 Jun 2025 19:21:28.242,6 Jun 2025 19:41:16.233,1187.991
Satellite1-Satellite153,6 Jun 2025 20:19:28.798,6 Jun 2025 20:39:16.788,1187.99
Satellite1-Satellite153,6 Jun 2025 21:17:29.351,6 Jun 2025 21:37:17.340,1187.989
Satellite1-Satellite153,6 Jun 2025 22:15:29.907,6 Jun 2025 22:35:17.898,1187.991
Satellite1-Satellite153,6 Jun 2025 23:13:30.462,6 Jun 2025 23:33:18.450,1187.988
Satellite1-Satellite153,7 Jun 2025 00:11:31.021,7 Jun 2025 00:31:19.010,1187.989
Satellite1-Satellite153,7 Jun 2025 01:09:31.573,7 Jun 2025 01:29:19.565,1187.992
Satellite1-Satellite153,7 Jun 2025 02:07:32.129,7 Jun 2025 02:27:20.121,1187.992
Satellite1-Satellite153,7 Jun 2025 03:05:32.684,7 Jun 2025 03:25:20.674,1187.99
Satellite1-Satellite156,6 Jun 2025 04:22:44.872,6 Jun 2025 04:41:42.376,1137.504
Satellite1-Satellite156,6 Jun 2025 05:20:45.432,6 Jun 2025 05:39:42.932,1137.5
Satellite1-Satellite156,6 Jun 2025 06:18:45.983,6 Jun 2025 06:37:43.492,1137.509
Satellite1-Satellite156,6 Jun 2025 07:16:46.538,6 Jun 2025 07:35:44.043,1137.505
Satellite1-Satellite156,6 Jun 2025 08:14:47.099,6 Jun 2025 08:33:44.599,1137.5
Satellite1-Satellite156,6 Jun 2025 09:12:47.649,6 Jun 2025 09:31:45.153,1137.504
Satellite1-Satellite156,6 Jun 2025 10:10:48.210,6 Jun 2025 10:29:45.714,1137.504
Satellite1-Satellite156,6 Jun 2025 11:08:48.760,6 Jun 2025 11:27:46.264,1137.504
Satellite1-Satellite156,6 Jun 2025 12:06:49.320,6 Jun 2025 12:25:46.820,1137.5
Satellite1-Satellite156,6 Jun 2025 13:04:49.876,6 Jun 2025 13:23:47.380,1137.504
Satellite1-Satellite156,6 Jun 2025 14:02:50.427,6 Jun 2025 14:21:47.931,1137.504
Satellite1-Satellite156,6 Jun 2025 15:00:50.987,6 Jun 2025 15:19:48.490,1137.503
Satellite1-Satellite156,6 Jun 2025 15:58:51.538,6 Jun 2025 16:17:49.047,1137.509
Satellite1-Satellite156,6 Jun 2025 16:56:52.093,6 Jun 2025 17:15:49.597,1137.504
Satellite1-Satellite156,6 Jun 2025 17:54:52.653,6 Jun 2025 18:13:50.153,1137.5
Satellite1-Satellite156,6 Jun 2025 18:52:53.204,6 Jun 2025 19:11:50.713,1137.509
Satellite1-Satellite156,6 Jun 2025 19:50:53.760,6 Jun 2025 20:09:51.264,1137.504
Satellite1-Satellite156,6 Jun 2025 20:48:54.320,6 Jun 2025 21:07:51.820,1137.5
Satellite1-Satellite156,6 Jun 2025 21:46:54.871,6 Jun 2025 22:05:52.375,1137.504
Satellite1-Satellite156,6 Jun 2025 22:44:55.431,6 Jun 2025 23:03:52.935,1137.504
Satellite1-Satellite156,6 Jun 2025 23:42:55.982,7 Jun 2025 00:01:53.486,1137.504
Satellite1-Satellite156,7 Jun 2025 00:40:56.542,7 Jun 2025 00:59:54.041,1137.499
Satellite1-Satellite156,7 Jun 2025 01:38:57.097,7 Jun 2025 01:57:54.601,1137.504
Satellite1-Satellite156,7 Jun 2025 02:36:57.648,7 Jun 2025 02:55:55.152,1137.504
Satellite1-Satellite156,7 Jun 2025 03:34:58.208,7 Jun 2025 03:53:55.712,1137.504
Satellite1-Satellite161,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite1-Satellite162,6 Jun 2025 04:10:29.676,6 Jun 2025 04:12:03.842,94.166
Satellite1-Satellite162,6 Jun 2025 05:08:30.232,6 Jun 2025 05:10:04.398,94.166
Satellite1-Satellite162,6 Jun 2025 06:06:30.787,6 Jun 2025 06:08:04.953,94.166
Satellite1-Satellite162,6 Jun 2025 07:04:31.344,6 Jun 2025 07:06:05.504,94.16
Satellite1-Satellite162,6 Jun 2025 08:02:31.898,6 Jun 2025 08:04:06.064,94.166
Satellite1-Satellite162,6 Jun 2025 09:00:32.453,6 Jun 2025 09:02:06.619,94.166
Satellite1-Satellite162,6 Jun 2025 09:58:33.013,6 Jun 2025 10:00:07.173,94.16
Satellite1-Satellite162,6 Jun 2025 10:56:33.565,6 Jun 2025 10:58:07.731,94.166
Satellite1-Satellite162,6 Jun 2025 11:54:34.120,6 Jun 2025 11:56:08.286,94.166
Satellite1-Satellite162,6 Jun 2025 12:52:34.677,6 Jun 2025 12:54:08.837,94.16
Satellite1-Satellite162,6 Jun 2025 13:50:35.231,6 Jun 2025 13:52:09.396,94.165
Satellite1-Satellite162,6 Jun 2025 14:48:35.786,6 Jun 2025 14:50:09.951,94.165
Satellite1-Satellite162,6 Jun 2025 15:46:36.346,6 Jun 2025 15:48:10.505,94.159
Satellite1-Satellite162,6 Jun 2025 16:44:36.898,6 Jun 2025 16:46:11.063,94.165
Satellite1-Satellite162,6 Jun 2025 17:42:37.453,6 Jun 2025 17:44:11.619,94.166
Satellite1-Satellite162,6 Jun 2025 18:40:38.009,6 Jun 2025 18:42:12.170,94.161
Satellite1-Satellite162,6 Jun 2025 19:38:38.564,6 Jun 2025 19:40:12.729,94.165
Satellite1-Satellite162,6 Jun 2025 20:36:39.119,6 Jun 2025 20:38:13.280,94.161
Satellite1-Satellite162,6 Jun 2025 21:34:39.679,6 Jun 2025 21:36:13.838,94.159
Satellite1-Satellite162,6 Jun 2025 22:32:40.231,6 Jun 2025 22:34:14.396,94.165
Satellite1-Satellite162,6 Jun 2025 23:30:40.786,6 Jun 2025 23:32:14.952,94.166
Satellite1-Satellite162,7 Jun 2025 00:28:41.342,7 Jun 2025 00:30:15.503,94.161
Satellite1-Satellite162,7 Jun 2025 01:26:41.897,7 Jun 2025 01:28:16.061,94.164
Satellite1-Satellite162,7 Jun 2025 02:24:42.452,7 Jun 2025 02:26:16.613,94.161
Satellite1-Satellite162,7 Jun 2025 03:22:43.007,7 Jun 2025 03:24:17.170,94.163
Satellite1-Satellite166,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite111-Satellite112,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite111-Satellite116,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite111-Satellite121,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite111-Satellite125,6 Jun 2025 04:45:55.313,6 Jun 2025 04:47:32.222,96.909
Satellite111-Satellite125,6 Jun 2025 05:43:55.869,6 Jun 2025 05:45:32.776,96.907
Satellite111-Satellite125,6 Jun 2025 06:41:56.421,6 Jun 2025 06:43:33.332,96.911
Satellite111-Satellite125,6 Jun 2025 07:39:56.980,6 Jun 2025 07:41:33.885,96.905
Satellite111-Satellite125,6 Jun 2025 08:37:57.531,6 Jun 2025 08:39:34.444,96.913
Satellite111-Satellite125,6 Jun 2025 09:35:58.087,6 Jun 2025 09:37:34.999,96.912
Satellite111-Satellite125,6 Jun 2025 10:33:58.646,6 Jun 2025 10:35:35.554,96.908
Satellite111-Satellite125,6 Jun 2025 11:31:59.202,6 Jun 2025 11:33:36.110,96.908
Satellite111-Satellite125,6 Jun 2025 12:29:59.753,6 Jun 2025 12:31:36.665,96.912
Satellite111-Satellite125,6 Jun 2025 13:28:00.313,6 Jun 2025 13:29:37.218,96.905
Satellite111-Satellite125,6 Jun 2025 14:26:00.864,6 Jun 2025 14:27:37.776,96.912
Satellite111-Satellite125,6 Jun 2025 15:24:01.419,6 Jun 2025 15:25:38.332,96.913
Satellite111-Satellite125,6 Jun 2025 16:22:01.979,6 Jun 2025 16:23:38.882,96.903
Satellite111-Satellite125,6 Jun 2025 17:20:02.534,6 Jun 2025 17:21:39.443,96.909
Satellite111-Satellite125,6 Jun 2025 18:18:03.086,6 Jun 2025 18:19:39.998,96.912
Satellite111-Satellite125,6 Jun 2025 19:16:03.645,6 Jun 2025 19:17:40.550,96.905
Satellite111-Satellite125,6 Jun 2025 20:14:04.197,6 Jun 2025 20:15:41.109,96.912
Satellite111-Satellite125,6 Jun 2025 21:12:04.752,6 Jun 2025 21:13:41.665,96.913
Satellite111-Satellite125,6 Jun 2025 22:10:05.311,6 Jun 2025 22:11:42.216,96.905
Satellite111-Satellite125,6 Jun 2025 23:08:05.864,6 Jun 2025 23:09:42.774,96.91
Satellite111-Satellite125,7 Jun 2025 00:06:06.419,7 Jun 2025 00:07:43.331,96.912
Satellite111-Satellite125,7 Jun 2025 01:04:06.978,7 Jun 2025 01:05:43.883,96.905
Satellite111-Satellite125,7 Jun 2025 02:02:07.530,7 Jun 2025 02:03:44.442,96.912
Satellite111-Satellite125,7 Jun 2025 03:00:08.085,7 Jun 2025 03:01:44.996,96.911
Satellite111-Satellite125,7 Jun 2025 03:58:08.642,7 Jun 2025 03:59:45.553,96.911
Satellite111-Satellite126,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite111-Satellite131,6 Jun 2025 04:16:18.166,6 Jun 2025 04:35:15.625,1137.459
Satellite111-Satellite131,6 Jun 2025 05:14:18.726,6 Jun 2025 05:33:16.182,1137.456
Satellite111-Satellite131,6 Jun 2025 06:12:19.277,6 Jun 2025 06:31:16.741,1137.464
Satellite111-Satellite131,6 Jun 2025 07:10:19.833,6 Jun 2025 07:29:17.292,1137.459
Satellite111-Satellite131,6 Jun 2025 08:08:20.393,6 Jun 2025 08:27:17.852,1137.459
Satellite111-Satellite131,6 Jun 2025 09:06:20.944,6 Jun 2025 09:25:18.407,1137.463
Satellite111-Satellite131,6 Jun 2025 10:04:21.499,6 Jun 2025 10:23:18.958,1137.459
Satellite111-Satellite131,6 Jun 2025 11:02:22.059,6 Jun 2025 11:21:19.514,1137.455
Satellite111-Satellite131,6 Jun 2025 12:00:22.610,6 Jun 2025 12:19:20.074,1137.464
Satellite111-Satellite131,6 Jun 2025 12:58:23.165,6 Jun 2025 13:17:20.625,1137.46
Satellite111-Satellite131,6 Jun 2025 13:56:23.725,6 Jun 2025 14:15:21.181,1137.456
Satellite111-Satellite131,6 Jun 2025 14:54:24.276,6 Jun 2025 15:13:21.735,1137.459
Satellite111-Satellite131,6 Jun 2025 15:52:24.837,6 Jun 2025 16:11:22.296,1137.459
Satellite111-Satellite131,6 Jun 2025 16:50:25.387,6 Jun 2025 17:09:22.846,1137.459
Satellite111-Satellite131,6 Jun 2025 17:48:25.947,6 Jun 2025 18:07:23.404,1137.457
Satellite111-Satellite131,6 Jun 2025 18:46:26.499,6 Jun 2025 19:05:23.962,1137.463
Satellite111-Satellite131,6 Jun 2025 19:44:27.054,6 Jun 2025 20:03:24.513,1137.459
Satellite111-Satellite131,6 Jun 2025 20:42:27.614,6 Jun 2025 21:01:25.073,1137.459
Satellite111-Satellite131,6 Jun 2025 21:40:28.165,6 Jun 2025 21:59:25.629,1137.464
Satellite111-Satellite131,6 Jun 2025 22:38:28.720,6 Jun 2025 22:57:26.179,1137.459
Satellite111-Satellite131,6 Jun 2025 23:36:29.280,6 Jun 2025 23:55:26.735,1137.455
Satellite111-Satellite131,7 Jun 2025 00:34:29.831,7 Jun 2025 00:53:27.290,1137.459
Satellite111-Satellite131,7 Jun 2025 01:32:30.391,7 Jun 2025 01:51:27.849,1137.458
Satellite111-Satellite131,7 Jun 2025 02:30:30.942,7 Jun 2025 02:49:28.401,1137.459
Satellite111-Satellite131,7 Jun 2025 03:28:31.502,7 Jun 2025 03:47:28.959,1137.457
Satellite111-Satellite134,6 Jun 2025 04:00:00.000,6 Jun 2025 04:06:40.635,400.635
Satellite111-Satellite134,6 Jun 2025 04:44:53.162,6 Jun 2025 05:04:41.189,1188.027
Satellite111-Satellite134,6 Jun 2025 05:42:53.718,6 Jun 2025 06:02:41.749,1188.031
Satellite111-Satellite134,6 Jun 2025 06:40:54.270,6 Jun 2025 07:00:42.305,1188.035
Satellite111-Satellite134,6 Jun 2025 07:38:54.827,6 Jun 2025 07:58:42.860,1188.033
Satellite111-Satellite134,6 Jun 2025 08:36:55.380,6 Jun 2025 08:56:43.412,1188.032
Satellite111-Satellite134,6 Jun 2025 09:34:55.935,6 Jun 2025 09:54:43.971,1188.036
Satellite111-Satellite134,6 Jun 2025 10:32:56.491,6 Jun 2025 10:52:44.522,1188.031
Satellite111-Satellite134,6 Jun 2025 11:30:57.049,6 Jun 2025 11:50:45.082,1188.033
Satellite111-Satellite134,6 Jun 2025 12:28:57.602,6 Jun 2025 12:48:45.638,1188.036
Satellite111-Satellite134,6 Jun 2025 13:26:58.158,6 Jun 2025 13:46:46.193,1188.035
Satellite111-Satellite134,6 Jun 2025 14:24:58.713,6 Jun 2025 14:44:46.747,1188.034
Satellite111-Satellite134,6 Jun 2025 15:22:59.268,6 Jun 2025 15:42:47.304,1188.036
Satellite111-Satellite134,6 Jun 2025 16:20:59.823,6 Jun 2025 16:40:47.860,1188.037
Satellite111-Satellite134,6 Jun 2025 17:19:00.384,6 Jun 2025 17:38:48.410,1188.026
Satellite111-Satellite134,6 Jun 2025 18:17:00.938,6 Jun 2025 18:36:48.971,1188.033
Satellite111-Satellite134,6 Jun 2025 19:15:01.491,6 Jun 2025 19:34:49.526,1188.035
Satellite111-Satellite134,6 Jun 2025 20:13:02.047,6 Jun 2025 20:32:50.082,1188.035
Satellite111-Satellite134,6 Jun 2025 21:11:02.601,6 Jun 2025 21:30:50.633,1188.032
Satellite111-Satellite134,6 Jun 2025 22:09:03.156,6 Jun 2025 22:28:51.192,1188.036
Satellite111-Satellite134,6 Jun 2025 23:07:03.712,6 Jun 2025 23:26:51.743,1188.031
Satellite111-Satellite134,7 Jun 2025 00:05:04.270,7 Jun 2025 00:24:52.303,1188.033
Satellite111-Satellite134,7 Jun 2025 01:03:04.823,7 Jun 2025 01:22:52.859,1188.036
Satellite111-Satellite134,7 Jun 2025 02:01:05.379,7 Jun 2025 02:20:53.414,1188.035
Satellite111-Satellite134,7 Jun 2025 02:59:05.934,7 Jun 2025 03:18:53.968,1188.034
Satellite111-Satellite134,7 Jun 2025 03:57:06.489,7 Jun 2025 04:00:00.000,173.511
Satellite111-Satellite135,6 Jun 2025 04:00:00.000,6 Jun 2025 04:02:05.046,125.046
Satellite111-Satellite135,6 Jun 2025 04:30:08.565,6 Jun 2025 05:00:05.600,1797.035
Satellite111-Satellite135,6 Jun 2025 05:28:09.120,6 Jun 2025 05:58:06.154,1797.034
Satellite111-Satellite135,6 Jun 2025 06:26:09.678,6 Jun 2025 06:56:06.710,1797.032
Satellite111-Satellite135,6 Jun 2025 07:24:10.235,6 Jun 2025 07:54:07.268,1797.033
Satellite111-Satellite135,6 Jun 2025 08:22:10.786,6 Jun 2025 08:52:07.820,1797.034
Satellite111-Satellite135,6 Jun 2025 09:20:11.342,6 Jun 2025 09:50:08.376,1797.034
Satellite111-Satellite135,6 Jun 2025 10:18:11.900,6 Jun 2025 10:48:08.932,1797.032
Satellite111-Satellite135,6 Jun 2025 11:16:12.457,6 Jun 2025 11:46:09.490,1797.033
Satellite111-Satellite135,6 Jun 2025 12:14:13.008,6 Jun 2025 12:44:10.043,1797.035
Satellite111-Satellite135,6 Jun 2025 13:12:13.564,6 Jun 2025 13:42:10.598,1797.034
Satellite111-Satellite135,6 Jun 2025 14:10:14.122,6 Jun 2025 14:40:11.154,1797.032
Satellite111-Satellite135,6 Jun 2025 15:08:14.679,6 Jun 2025 15:38:11.712,1797.033
Satellite111-Satellite135,6 Jun 2025 16:06:15.230,6 Jun 2025 16:36:12.265,1797.035
Satellite111-Satellite135,6 Jun 2025 17:04:15.786,6 Jun 2025 17:34:12.820,1797.034
Satellite111-Satellite135,6 Jun 2025 18:02:16.344,6 Jun 2025 18:32:13.376,1797.032
Satellite111-Satellite135,6 Jun 2025 19:00:16.901,6 Jun 2025 19:30:13.934,1797.033
Satellite111-Satellite135,6 Jun 2025 19:58:17.452,6 Jun 2025 20:28:14.487,1797.035
Satellite111-Satellite135,6 Jun 2025 20:56:18.008,6 Jun 2025 21:26:15.041,1797.033
Satellite111-Satellite135,6 Jun 2025 21:54:18.566,6 Jun 2025 22:24:15.598,1797.032
Satellite111-Satellite135,6 Jun 2025 22:52:19.123,6 Jun 2025 23:22:16.156,1797.033
Satellite111-Satellite135,6 Jun 2025 23:50:19.673,7 Jun 2025 00:20:16.708,1797.035
Satellite111-Satellite135,7 Jun 2025 00:48:20.230,7 Jun 2025 01:18:17.263,1797.033
Satellite111-Satellite135,7 Jun 2025 01:46:20.788,7 Jun 2025 02:16:17.820,1797.032
Satellite111-Satellite135,7 Jun 2025 02:44:21.344,7 Jun 2025 03:14:18.378,1797.034
Satellite111-Satellite135,7 Jun 2025 03:42:21.895,7 Jun 2025 04:00:00.000,1058.105
Satellite111-Satellite136,6 Jun 2025 04:20:40.679,6 Jun 2025 04:50:13.301,1772.622
Satellite111-Satellite136,6 Jun 2025 05:18:41.232,6 Jun 2025 05:48:13.859,1772.627
Satellite111-Satellite136,6 Jun 2025 06:16:41.787,6 Jun 2025 06:46:14.417,1772.63
Satellite111-Satellite136,6 Jun 2025 07:14:42.342,6 Jun 2025 07:44:14.972,1772.63
Satellite111-Satellite136,6 Jun 2025 08:12:42.897,6 Jun 2025 08:42:15.528,1772.631
Satellite111-Satellite136,6 Jun 2025 09:10:43.453,6 Jun 2025 09:40:16.083,1772.63
Satellite111-Satellite136,6 Jun 2025 10:08:44.008,6 Jun 2025 10:38:16.639,1772.631
Satellite111-Satellite136,6 Jun 2025 11:06:44.564,6 Jun 2025 11:36:17.194,1772.63
Satellite111-Satellite136,6 Jun 2025 12:04:45.119,6 Jun 2025 12:34:17.749,1772.63
Satellite111-Satellite136,6 Jun 2025 13:02:45.675,6 Jun 2025 13:32:18.305,1772.63
Satellite111-Satellite136,6 Jun 2025 14:00:46.230,6 Jun 2025 14:30:18.860,1772.63
Satellite111-Satellite136,6 Jun 2025 14:58:46.786,6 Jun 2025 15:28:19.416,1772.63
Satellite111-Satellite136,6 Jun 2025 15:56:47.341,6 Jun 2025 16:26:19.971,1772.63
Satellite111-Satellite136,6 Jun 2025 16:54:47.897,6 Jun 2025 17:24:20.527,1772.63
Satellite111-Satellite136,6 Jun 2025 17:52:48.452,6 Jun 2025 18:22:21.082,1772.63
Satellite111-Satellite136,6 Jun 2025 18:50:49.008,6 Jun 2025 19:20:21.638,1772.63
Satellite111-Satellite136,6 Jun 2025 19:48:49.563,6 Jun 2025 20:18:22.193,1772.63
Satellite111-Satellite136,6 Jun 2025 20:46:50.119,6 Jun 2025 21:16:22.749,1772.63
Satellite111-Satellite136,6 Jun 2025 21:44:50.674,6 Jun 2025 22:14:23.304,1772.63
Satellite111-Satellite136,6 Jun 2025 22:42:51.230,6 Jun 2025 23:12:23.860,1772.63
Satellite111-Satellite136,6 Jun 2025 23:40:51.785,7 Jun 2025 00:10:24.415,1772.63
Satellite111-Satellite136,7 Jun 2025 00:38:52.341,7 Jun 2025 01:08:24.971,1772.63
Satellite111-Satellite136,7 Jun 2025 01:36:52.896,7 Jun 2025 02:06:25.526,1772.63
Satellite111-Satellite136,7 Jun 2025 02:34:53.451,7 Jun 2025 03:04:26.082,1772.631
Satellite111-Satellite136,7 Jun 2025 03:32:54.007,7 Jun 2025 04:00:00.000,1625.993
Satellite111-Satellite141,6 Jun 2025 04:15:07.350,6 Jun 2025 04:33:13.079,1085.729
Satellite111-Satellite141,6 Jun 2025 05:13:07.906,6 Jun 2025 05:31:13.637,1085.731
Satellite111-Satellite141,6 Jun 2025 06:11:08.461,6 Jun 2025 06:29:14.193,1085.732
Satellite111-Satellite141,6 Jun 2025 07:09:09.016,6 Jun 2025 07:27:14.745,1085.729
Satellite111-Satellite141,6 Jun 2025 08:07:09.573,6 Jun 2025 08:25:15.304,1085.731
Satellite111-Satellite141,6 Jun 2025 09:05:10.128,6 Jun 2025 09:23:15.859,1085.731
Satellite111-Satellite141,6 Jun 2025 10:03:10.683,6 Jun 2025 10:21:16.415,1085.732
Satellite111-Satellite141,6 Jun 2025 11:01:11.242,6 Jun 2025 11:19:16.970,1085.728
